fieldName,displayName,dataType,requiredLevel,isCustom,lastUpdate,picklistValues,mappingSuggested,notes,refForms,refViews,refChartVisualizations,refReports,refDashboards,refWorkflows,refFormulas,refPlugins,refPcfControls,refRelationships,refRibbon,sfObjectName,sfFieldDisplayName,sfFieldApiName,sfSuggestedObjectName,sfSuggestedFieldDisplayName,sfSuggestedFieldApiName
createdon,Created On,datetime,none,False,,,true,,0,8,0,0,0,2,1,10,0,0,0,,,,,,
customerid,Customer,customer,systemrequired,False,,,true,,0,5,0,0,0,13,0,11,0,2,0,,,,,,
description,Description,ntext,none,False,,,true,,2,0,0,0,0,2,0,7,0,0,0,,,,,,
entitlementid,,,,False,,,false,,0,0,0,0,0,0,0,0,0,1,0,,,,,,
entityimage,Entity Image,image,none,False,,,false,,0,0,0,0,0,0,0,0,0,0,0,,,,,,
existingcase,,,,False,,,false,,0,0,0,0,0,0,0,0,0,1,0,,,,,,
firstresponsebykpiid,,,,False,,,false,,0,0,0,0,0,0,0,0,0,1,0,,,,,,
incidentid,Incident,uniqueidentifier,required,False,,,true,,0,7,0,0,0,3,0,2,0,1,0,,,,,,
modifiedby,Modified By,lookup,none,False,,,true,,0,0,0,0,0,0,0,0,0,1,0,,,,,,
modifiedbyexternalparty,,,,False,,,false,,0,0,0,0,0,0,0,0,0,1,0,,,,,,
msa_partnercontactid,,,,False,,,true,,0,0,0,0,0,0,0,0,0,1,0,,,,,,
msa_partnerid,,,,False,,,true,,0,0,0,0,0,0,0,0,0,1,0,,,,,,
msdyn_aiagentstatus,,,,False,,,false,,0,0,0,0,0,0,0,0,0,1,0,,,,,,
msdyn_iotalert,,,,False,,,false,,0,0,0,0,0,0,0,0,0,1,0,,,,,,
originatingcaseid,,,,False,,,false,,0,0,0,0,0,0,0,0,0,1,0,,,,,,
owningbusinessunit,Owning Business Unit,lookup,none,False,,,true,,0,0,0,0,0,0,0,0,0,1,0,,,,,,
owningteam,Owning Team,lookup,none,False,,,true,,0,0,0,0,0,0,0,1,0,1,0,,,,,,
owninguser,Owning User,lookup,none,False,,,true,,0,0,0,0,0,0,0,1,0,1,0,,,,,,
parentcaseid,,,,False,,,false,,0,1,0,0,0,0,0,0,0,0,0,,,,,,
primarycontactid,Contact,lookup,required,False,,,true,,1,0,0,0,0,2,0,2,0,1,0,,,,,,
prioritycode,,,,False,,,true,,1,4,0,0,0,0,0,0,0,0,0,,,,,,
regardingobjectid,Regarding,lookup,none,False,,,false,,0,0,0,0,0,0,0,8,0,8,0,,,,,,
resolveby,,,,False,,,false,,1,0,0,0,0,0,0,0,0,0,0,,,,,,
resolvebykpiid,,,,False,,,false,,0,0,0,0,0,0,0,0,0,1,0,,,,,,
responseby,,,,False,,,false,,1,0,0,0,0,0,0,0,0,0,0,,,,,,
responsiblecontactid,,,,False,,,false,,0,0,0,0,0,0,0,0,0,1,0,,,,,,
slaid,,,,False,,,false,,0,0,0,0,0,0,0,0,0,1,0,,,,,,
slainvokedid,,,,False,,,false,,0,0,0,0,0,0,0,0,0,1,0,,,,,,
socialprofileid,,,,False,,,false,,0,0,0,0,0,0,0,0,0,1,0,,,,,,
statecode,Status,state,systemrequired,False,,,true,,0,6,0,0,0,10,0,20,0,0,0,,,,,,
statuscode,Status Reason,status,none,False,,,true,,1,2,0,0,0,5,0,6,0,0,0,,,,,,
subjectid,,,,False,,,false,,2,0,0,0,0,0,0,0,0,0,0,,,,,,
ticketnumber,,,,False,,,true,,0,4,0,0,0,3,0,0,0,0,0,,,,,,
title,,,,False,,,true,,0,12,0,0,0,2,0,2,0,0,0,,,,,,
