fieldName,displayName,dataType,requiredLevel,isCustom,lastUpdate,picklistValues,mappingSuggested,notes,refForms,refViews,refChartVisualizations,refReports,refDashboards,refWorkflows,refFormulas,refPlugins,refPcfControls,refRelationships,refRibbon,sfObjectName,sfFieldDisplayName,sfFieldApiName,sfSuggestedObjectName,sfSuggestedFieldDisplayName,sfSuggestedFieldApiName
azt_engagementcreatedbyid,Engagement Created By,lookup,none,True,,,true,,1,0,0,0,0,2,0,0,0,1,0,Order,CRM Engagement Created By,CRM_Engagement_Created_By__c,Order,Created By ID,CreatedById
azt_engagementcreatedon,Engagement Created On,datetime,none,True,,,true,,1,0,0,0,0,2,0,0,0,0,0,Order,CRM Engagement Created On,CRM_Engagement_Created_On__c,Order,Engagement Created On,Engagement_Created_On__c
azt_estfulfillmentdate,Est Fulfillment Date,datetime,none,True,,,false,,1,0,0,0,0,2,0,2,0,0,0,Order,CRM Est Fulfillment Date,CRM_Est_Fulfillment_Date__c,,,
azt_estnucshipdate,Est NUC Ship Date,datetime,none,True,,,true,,1,0,0,0,0,2,0,0,0,0,0,Order,CRM Est NUC Ship Date,CRM_Est_NUC_Ship_Date__c,Order,Est Nuc Ship Date,Est_Nuc_Ship_Date__c
azt_estprintdate,Est Print Date,datetime,none,True,,,false,,1,0,0,0,0,2,0,0,0,0,0,Order,CRM Est Print Date,CRM_Est_Print_Date__c,,,
azt_estshipdate,Est Ship Date,datetime,none,True,,,true,,1,0,0,0,0,2,0,0,0,0,0,Order,CRM Est Ship Date,CRM_Est_Ship_Date__c,Order,Est Ship Date,Est_Ship_Date__c
azt_externalprintorderplacedon,External Print Order Placed On,datetime,none,True,,,true,,1,0,0,0,0,2,0,0,0,0,0,Order,CRM External Print Order Placed On,CRM_External_Print_Order_Placed_On__c,Order,External Print Order Placed On,External_Print_Order_Placed_On__c
azt_fsremail,FSR Email,nvarchar,none,True,,,true,,1,0,0,0,0,0,0,1,0,0,0,Order,CRM FSR Email,CRM_FSR_Email__c,Order,Fsr Email,Fsr_Email__c
azt_fsrid,FSR,lookup,none,True,,,true,,1,0,0,0,0,0,0,1,0,1,0,Order,CRM FSR,CRM_FSR__c,Order,Fsr,Fsr__c
azt_fsrmobiletelephone,FSR Mobile Telephone,nvarchar,none,True,,,true,,1,0,0,0,0,0,0,1,0,0,0,Order,CRM FSR Mobile,CRM_FSR_Mobile__c,Order,Fsr Mobile Telephone,Fsr_Mobile_Telephone__c
azt_fsrtelephone,FSR Telephone,nvarchar,none,True,,,true,,1,0,0,0,0,0,0,1,0,0,0,Order,CRM FSR Phone,CRM_FSR_Phone__c,Order,Fsr Telephone,Fsr_Telephone__c
azt_fsrtelephoneextension,FSR Telephone Extension,nvarchar,none,True,,,true,,1,0,0,0,0,0,0,1,0,0,0,Order,CRM FSR Extension,CRM_FSR_Extension__c,Order,Fsr Telephone Extension,Fsr_Telephone_Extension__c
azt_fuactivitiescreatedon,F/U Activities Created On,datetime,none,True,,,true,,1,0,0,0,0,2,0,0,0,0,0,Order,CRM F/U Activities Created On,CRM_F_U_Activities_Created_On__c,Order,Fu Activities Created On,Fu_Activities_Created_On__c
azt_fulfilledon,Fulfilled On,datetime,none,True,,,false,,0,0,0,0,0,0,0,0,0,0,0,Order,EndDate,EndDate,,,
azt_hascompanion,Has Companion,bit,none,True,,"1: Yes, 0: No",true,,0,0,0,0,0,2,0,0,0,0,0,Order,CRM Has Companion,CRM_Has_Companion__c,Order,Has Companion,Has_Companion__c
azt_hassaasproducts,Has SaaS Products?,picklist,none,True,,,false,,1,0,0,0,0,2,0,0,0,0,0,Order,CRM Has SaaS Products,CRM_Has_SaaS_Products__c,,,
azt_invoicecreated,Invoice Created?,bit,none,True,,"1: Yes, 0: No",true,,1,0,0,0,0,0,0,0,0,0,0,,,,Order,Invoice Created,Invoice_Created__c
azt_licenseenddate,License End Date,datetime,none,True,,,true,,1,0,0,0,0,0,2,0,0,0,0,,,,Order,Order End Date,EndDate
azt_licensescompleted,Licenses Completed?,picklist,none,True,,,true,,1,0,0,0,0,2,0,0,0,0,0,Order,CRM Licenses Completed?,CRM_Licenses_Completed__c,Order,Licenses Completed,Licenses_Completed__c
azt_numbertosplit,Number To Split,int,none,True,,,false,,1,0,0,0,0,0,0,0,0,0,0,,,,,,
azt_ordertemplatelines,Order Template Lines,ntext,none,True,,,true,,1,0,0,0,0,0,0,1,0,0,0,Order,CRM Order Template Lines,CRM_Order_Template_Lines__c,Order,Order Template Lines,Order_Template_Lines__c
azt_ordertype,Order Type,picklist,none,True,,"276530000: Software, 276530001: Books, 276530002: Software and Books",false,,0,0,0,0,0,2,0,1,0,0,0,,,,,,
azt_parentorderid,Cloned From,lookup,none,True,,,true,,1,0,0,0,0,1,0,3,0,1,0,Order,CRM Cloned From,CRM_Cloned_From__c,Order,Cloned From,Cloned_From__c
azt_paymentreceivedon,Payment Received On,datetime,none,True,,,true,,1,0,0,0,0,2,0,0,0,0,0,Order,CRM Payment Received On,CRM_Payment_Received_On__c,Order,Payment Received On,Payment_Received_On__c
azt_paymenttype,Payment Type,picklist,none,True,,,false,,0,0,0,0,0,2,0,0,0,0,0,Order,CRM Payment Type,CRM_Payment_Type__c,,,
azt_ponumber,PO Number,nvarchar,none,True,,,true,,1,1,0,1,0,3,0,2,0,0,0,Order,PO Number,PoNumber,Order,PO Number,PoNumber
azt_poreceivedconfirmationsent,PO Received Confirmation Sent?,picklist,none,True,,,true,,1,0,0,0,0,2,0,0,0,0,0,Order,CRM PO Received Confirmation Sent,CRM_PO_Received_Confirmation_Sent__c,Order,Po Received Confirmation Sent,Po_Received_Confirmation_Sent__c
azt_poreceivedon,PO Received On,datetime,none,True,,,true,,1,0,0,0,0,2,0,0,0,0,0,,,,Order,Po Received On,Po_Received_On__c
azt_printconfirmation,Print Confirmed On,datetime,none,True,,,true,,1,0,0,0,0,2,0,0,0,0,0,Order,CRM Print Confirmed On,CRM_Print_Confirmed_On__c,Order,Print Confirmed On,Print_Confirmed_On__c
azt_quotenumber,Quote Number,nvarchar,none,True,,,true,,1,1,0,0,0,2,0,2,0,0,0,Order,CRM Quote Number,CRM_Quote_Number__c,Order,CRM Quote Number,CRM_Quote_Number__c
azt_recordownerid,Record Owner,lookup,none,True,,,true,,2,1,0,0,0,37,0,9,0,1,0,Order,Order Owner,OwnerId,Order,Record Type ID,RecordTypeId
azt_saasemailsent,SaaS Email Sent On,datetime,none,True,,,false,,1,0,0,0,0,2,0,0,0,0,0,Order,CRM SaaS Email Sent On,CRM_SaaS_Email_Sent_On__c,,,
azt_shippingaddressconfirmed,Shipping Address Confirmed?,picklist,none,True,,,true,,1,0,0,0,0,2,0,0,0,0,0,Order,CRM Shipping Address Confirmed,CRM_Shipping_Address_Confirmed__c,Order,Shipping Address Confirmed,Shipping_Address_Confirmed__c
azt_sqreceiptconfirmationsent,SQ Receipt Confirmation Sent?,picklist,none,True,,,false,,1,0,0,0,0,2,0,0,0,0,0,Order,CRM SQ Receipt Confirmation Sent?,CRM_SQ_Receipt_Confirmation_Sent__c,,,
azt_sqreceivedon,SQ Received On,datetime,none,True,,,true,,1,0,0,0,0,2,0,0,0,0,0,Order,CRM SQ Received On,CRM_SQ_Received_On__c,Order,Sq Received On,Sq_Received_On__c
azt_staples,Staples?,picklist,none,True,,,true,,1,0,0,0,0,2,0,0,0,0,0,Order,CRM Staples?,CRM_Staples__c,Order,Staples,Staples__c
azt_swlicalloccreatedon,SW Lic/Alloc Created On,datetime,none,True,,,true,,1,0,0,0,0,2,0,0,0,0,0,Order,CRM SW Lic/Alloc Created On,CRM_SW_Lic_Alloc_Created_On__c,Order,Sw Licalloc Created On,Sw_Licalloc_Created_On__c
azt_taxexemptrequestsent,Tax Exempt Request Sent?,picklist,none,True,,,false,,1,0,0,0,0,2,0,0,0,0,0,Order,CRM Tax Exempt Request Sent?,CRM_Tax_Exempt_Request_Sent__c,,,
azt_totalcommissionableamount,Total Commissionable Amount,money,none,True,,,true,,1,0,0,0,0,0,1,0,0,0,0,Order,CRM Total Commissionable Amount,CRM_Total_Commissionable_Amount__c,Order,Total Commissionable Amount,Total_Commissionable_Amount__c
azt_totalcommissionableamount_base,Total Commissionable Amount (Base),money,none,True,,,false,,0,0,0,0,0,0,0,0,0,0,0,,,,,,
azt_trackingnumber,Tracking Number,nvarchar,none,True,,,true,,2,0,0,1,0,2,0,4,0,0,0,Order,CRM Tracking Number,CRM_Tracking_Number__c,Order,Tracking Number,Tracking_Number__c
azt_trackingnumbers,Tracking Numbers,ntext,none,True,,,false,,0,0,0,0,0,0,0,1,0,0,0,Order,CRM Tracking Numbers,CRM_Tracking_Numbers__c,,,
azt_voucherorderplacedon,Voucher Order Placed On,datetime,none,True,,,false,,1,0,0,0,0,2,0,0,0,0,0,Order,CRM Voucher Order Placed On,CRM_Voucher_Order_Placed_On__c,,,
billto_city,,,,False,,,true,,0,0,0,1,0,2,0,0,0,0,0,,,,Order,Billing City,BillingCity
billto_contactname,,,,False,,,false,,0,0,0,1,0,2,0,0,0,0,0,,,,,,
billto_country,,,,False,,,true,,0,0,0,1,0,2,0,0,0,0,0,,,,Order,Billing Country,BillingCountry
billto_fax,,,,False,,,false,,0,0,0,1,0,2,0,0,0,0,0,,,,,,
billto_line1,,,,False,,,true,,0,0,0,1,0,2,0,1,0,0,0,,,,Order,Bill To Street 1,Bill_To_Street_1__c
billto_line2,,,,False,,,true,,0,0,0,1,0,2,0,1,0,0,0,,,,Order,Bill To Street 2,Bill_To_Street_2__c
billto_line3,,,,False,,,true,,0,0,0,1,0,2,0,1,0,0,0,,,,Order,Bill To Street 3,Bill_To_Street_3__c
billto_name,,,,False,,,false,,0,0,0,1,0,2,0,1,0,0,0,,,,,,
billto_postalcode,,,,False,,,true,,0,0,0,1,0,2,0,1,0,0,0,,,,Order,Billing Zip/Postal Code,BillingPostalCode
billto_stateorprovince,,,,False,,,true,,0,0,0,1,0,2,0,1,0,0,0,,,,Order,Bill To Stateprovince,Bill_To_Stateprovince__c
billto_telephone,,,,False,,,false,,0,0,0,1,0,2,0,0,0,0,0,,,,,,
campaignid,,,,False,,,false,,0,0,0,0,0,2,0,0,0,0,0,,,,,,
createdby,Created By,lookup,none,False,,,true,,0,20,0,0,0,0,0,0,0,0,0,,,,Order,Created By ID,CreatedById
createdon,Created On,datetime,none,False,,,true,,0,38,0,1,0,0,0,10,0,0,0,,,,Order,Created Date,CreatedDate
customerid,Customer,customer,required,False,,,true,,1,28,0,1,0,14,0,11,0,1,0,Order,Account Name,AccountId,Order,Customer,Customer__c
datefulfilled,,,,False,,,true,,0,18,0,1,0,0,0,1,0,0,0,,,,Order,Date Fulfilled,Date_Fulfilled__c
description,Description,ntext,none,False,,,true,,0,0,0,0,0,2,0,7,0,0,0,,,,Order,Description,Description
discountamount,,,,False,,,true,,1,0,0,0,0,0,0,2,0,0,0,,,,Order,Order Discount Amount,Order_Discount_Amount__c
emailaddress,,,,False,,,false,,0,0,0,0,0,2,0,0,0,0,0,,,,,,
entityimage,Entity Image,image,none,False,,,false,,0,0,0,0,0,0,0,0,0,0,0,,,,,,
freighttermscode,Freight Terms,picklist,none,False,,"1: FOB, 2: No Charge, 327630000: Handling Fee Only",true,,1,0,0,0,0,3,0,1,0,0,0,,,,Order,Freight Terms,Freight_Terms__c
lastbackofficesubmit,,,,False,,,false,,0,0,0,0,0,2,0,0,0,0,0,,,,,,
lastonholdtime,,,,False,,,false,,0,0,0,0,0,2,0,0,0,0,0,,,,,,
name,Name,nvarchar,required,False,,,true,,0,49,0,2,0,17,0,23,0,0,0,Order,Order Name,Name,Order,Order Name,Name
ordernumber,Order ID,nvarchar,systemrequired,False,,,true,,1,1,0,1,0,0,0,0,0,0,0,Order,Order GUID,Order_GUID__c,Order,Order Number,OrderNumber
owningbusinessunit,Owning Business Unit,lookup,none,False,,,true,,0,9,0,0,0,0,0,0,0,0,0,,,,Order,Owning Business Unit,Owning_Business_Unit__c
paymenttermscode,Payment Terms,picklist,none,False,,"1: Net 30, 2: 2% 10, Net 30, 3: Net 45, 4: Net 60, 327630000: Prepaid",true,,0,0,0,0,0,3,0,0,0,0,0,Order,CRM Payment Terms,CRM_Payment_Terms__c,Order,Payment Terms,Payment_Terms__c
prioritycode,,,,False,,,true,,0,0,0,0,0,2,0,0,0,0,0,,,,Order,Priority,Priority__c
requestdeliveryby,,,,False,,,false,,0,0,0,0,0,2,0,1,0,0,0,,,,,,
salesorderid,Salesorder,uniqueidentifier,required,False,,,true,,0,26,0,1,0,2,0,13,0,1,0,,,,Order,Order GUID,Order_GUID__c
shippingmethodcode,Shipping Method,picklist,none,False,,"4: UPS, 3: FedEx, 5: Postal Mail, 327630000: Freight Carrier, 327630001: Client Carrier Account",true,,1,0,0,1,0,3,0,1,0,0,0,Order,CRM Shipping Method,CRM_Shipping_Method__c,Order,Shipping Zip/Postal Code,ShippingPostalCode
shipto_city,,,,False,,,true,,0,0,0,1,0,2,0,0,0,0,0,,,,Order,Shipping City,ShippingCity
shipto_country,,,,False,,,true,,0,0,0,1,0,2,0,0,0,0,0,,,,Order,Shipping Country,ShippingCountry
shipto_fax,,,,False,,,false,,0,0,0,1,0,2,0,0,0,0,0,,,,,,
shipto_freighttermscode,,,,False,,,true,,0,0,0,0,0,2,0,0,0,0,0,,,,Order,Ship To Freight Terms,Ship_To_Freight_Terms__c
shipto_line1,,,,False,,,true,,0,0,0,1,0,2,0,1,0,0,0,,,,Order,Ship To Street 1,Ship_To_Street_1__c
shipto_line2,,,,False,,,true,,0,0,0,1,0,2,0,1,0,0,0,,,,Order,Ship To Street 2,Ship_To_Street_2__c
shipto_line3,,,,False,,,true,,0,0,0,1,0,2,0,1,0,0,0,,,,Order,Ship To Street 3,Ship_To_Street_3__c
shipto_name,,,,False,,,true,,0,0,0,1,0,2,0,1,0,0,0,,,,Order,Ship To Contact Name,Ship_To_Contact_Name__c
shipto_postalcode,,,,False,,,true,,0,0,0,1,0,2,0,1,0,0,0,,,,Order,Shipping Zip/Postal Code,ShippingPostalCode
shipto_stateorprovince,,,,False,,,true,,0,0,0,1,0,2,0,1,0,0,0,,,,Order,Ship To Stateprovince,Ship_To_Stateprovince__c
shipto_telephone,,,,False,,,false,,0,0,0,1,0,2,0,0,0,0,0,,,,,,
statecode,Status,state,systemrequired,False,,,true,,1,21,0,1,0,10,0,20,0,0,0,,,,Order,Status Category,StatusCode
statuscode,Status Reason,status,none,False,,,true,,1,31,0,1,0,5,0,6,0,0,0,,,,Order,Status Category,StatusCode
submitdate,,,,False,,,false,,0,0,0,0,0,2,0,0,0,0,0,,,,,,
totalamount,Total Amount,money,none,False,,,true,,0,27,0,1,0,0,1,4,0,0,0,Order,Order Amount,TotalAmount,Order,Order Amount,TotalAmount
willcall,,,,False,,,true,,0,0,0,0,0,2,0,0,0,0,0,,,,Order,Ship To,Ship_To__c
