fieldName,displayName,dataType,requiredLevel,isCustom,lastUpdate,picklistValues,mappingSuggested,refForms,refViews,refChartVisualizations,refReports,refDashboards,refWorkflows,refFormulas,refPlugins,refPcfControls,refRelationships,refRibbon,sfObjectName,sfFieldDisplayName,sfFieldApiName,sfSuggestedObjectName,sfSuggestedFieldDisplayName,sfSuggestedFieldApiName
rolluprulestep1_10,,,,False,,,false,0,0,0,0,0,0,2,0,0,0,0,,,,,,
rolluprulestep1_11,,,,False,,,false,0,0,0,0,0,0,2,0,0,0,0,,,,,,
rolluprulestep1_12,,,,False,,,false,0,0,0,0,0,0,2,0,0,0,0,,,,,,
rolluprulestep1_13,,,,False,,,false,0,0,0,0,0,0,2,0,0,0,0,,,,,,
rolluprulestep1_14,,,,False,,,false,0,0,0,0,0,0,2,0,0,0,0,,,,,,
rolluprulestep1_15,,,,False,,,false,0,0,0,0,0,0,1,0,0,0,0,,,,,,
rolluprulestep1_16,,,,False,,,false,0,0,0,0,0,0,1,0,0,0,0,,,,,,
rolluprulestep1_2,,,,False,,,false,0,0,0,0,0,0,4,0,0,0,0,,,,,,
rolluprulestep1_3,,,,False,,,false,0,0,0,0,0,0,3,0,0,0,0,,,,,,
rolluprulestep1_4,,,,False,,,false,0,0,0,0,0,0,3,0,0,0,0,,,,,,
rolluprulestep1_5,,,,False,,,false,0,0,0,0,0,0,3,0,0,0,0,,,,,,
rolluprulestep1_6,,,,False,,,false,0,0,0,0,0,0,2,0,0,0,0,,,,,,
rolluprulestep1_7,,,,False,,,false,0,0,0,0,0,0,2,0,0,0,0,,,,,,
rolluprulestep1_8,,,,False,,,false,0,0,0,0,0,0,2,0,0,0,0,,,,,,
rolluprulestep1_9,,,,False,,,false,0,0,0,0,0,0,2,0,0,0,0,,,,,,
salesorderdetailname,,,,False,,,false,0,0,0,0,0,0,0,1,0,0,0,,,,,,
salesrepid,,,,False,,,false,0,0,0,0,0,0,0,1,0,0,0,,,,,,
scheduledend,,,,False,,,false,0,0,0,0,0,0,0,2,0,0,0,,,,,,
scheduledstart,,,,False,,,false,0,0,0,0,0,0,1,0,0,0,0,,,,,,
shipto_line1,,,,False,,,false,0,0,0,0,0,0,0,1,0,0,0,,,,,,
shipto_line2,,,,False,,,false,0,0,0,0,0,0,0,1,0,0,0,,,,,,
shipto_line3,,,,False,,,false,0,0,0,0,0,0,0,1,0,0,0,,,,,,
shipto_name,,,,False,,,false,0,0,0,0,0,0,0,1,0,0,0,,,,,,
shipto_postalcode,,,,False,,,false,0,0,0,0,0,0,0,1,0,0,0,,,,,,
shipto_stateorprovince,,,,False,,,false,0,0,0,0,0,0,0,1,0,0,0,,,,,,
stageid,(Deprecated) Stage Id,uniqueidentifier,none,False,,,false,0,0,0,0,0,0,0,0,0,0,0,,,,,,
statecode,Status,state,systemrequired,False,,,true,0,13,0,0,0,10,3,20,0,0,0,,,,,,
statuscode,Status Reason,status,none,False,,,true,2,0,0,0,0,5,0,6,0,0,0,,,,,,
tax,,,,False,,,false,0,0,0,0,0,0,0,8,0,0,0,,,,,,
teamtype,,,,False,,,false,0,0,0,0,0,0,0,3,0,0,0,,,,,,
timezoneruleversionnumber,Time Zone Rule Version Number,int,none,False,,,false,0,0,0,0,0,0,0,0,0,0,0,,,,,,
title,,,,False,,,false,0,0,0,0,0,0,0,2,0,0,0,,,,,,
traversedpath,(Deprecated) Traversed Path,nvarchar,none,False,,,false,0,0,0,0,0,0,0,0,0,0,0,,,,,,
utcconversiontimezonecode,UTC Conversion Time Zone Code,int,none,False,,,false,0,0,0,0,0,0,0,0,0,0,0,,,,,,
