fieldName,displayName,dataType,requiredLevel,isCustom,lastUpdate,picklistValues,mappingSuggested,refForms,refViews,refChartVisualizations,refReports,refDashboards,refWorkflows,refFormulas,refPlugins,refPcfControls,refRelationships,refRibbon,sfObjectName,sfFieldDisplayName,sfFieldApiName,sfSuggestedObjectName,sfSuggestedFieldDisplayName,sfSuggestedFieldApiName
isproductoverridden,Select Product,bit,none,False,2026-03-20 22:35:37,,true,0,1,0,0,0,0,0,4,0,0,0,,,,,,
manualdiscountamount,Manual Discount,money,none,False,2026-03-20 22:26:54,,true,1,0,0,3,0,0,0,9,0,0,0,,,,,,
modifiedon,Modified On,datetime,none,False,Skipped (modifiedon),,true,0,0,0,0,0,0,0,4,0,0,0,,,,,,
ownerid,Owner,lookup,required,False,2026-03-20 22:35:37,,true,0,0,0,1,0,0,0,22,0,0,0,,,,,,
priceperunit,Price Per Unit,money,none,False,2026-03-20 22:35:37,,true,0,1,0,3,0,0,0,8,0,0,0,,,,,,
productdescription,Write-In Product,nvarchar,none,False,2025-01-14 13:02:15,,true,0,1,0,3,0,1,0,13,0,0,0,,,,,,
productid,Existing Product,lookup,none,False,2026-03-20 22:35:37,,true,0,2,0,7,0,0,0,33,0,0,0,,,,,,
productname,Product Name,nvarchar,none,False,2026-03-20 22:35:37,,true,0,0,0,2,0,0,0,3,0,0,0,,,,,,
productnumber,Product Number,nvarchar,none,False,2026-03-20 22:35:37,,true,0,0,0,4,0,0,0,3,0,0,0,,,,,,
producttypecode,Product type,picklist,required,False,2026-03-20 22:35:37,,true,0,1,0,0,0,0,0,3,0,0,0,,,,,,
quantity,Quantity,decimal,required,False,2026-03-20 22:35:37,,true,0,1,0,3,0,0,0,18,0,0,0,,,,,,
quotedetailid,Quote Product,uniqueidentifier,required,False,2026-03-20 22:35:37,,true,0,1,0,3,0,0,0,14,0,0,0,,,,,,
quotedetailname,Name,nvarchar,required,False,2026-03-20 22:35:37,,true,0,1,0,0,0,0,0,0,0,0,0,,,,,,
quoteid,Quote,lookup,required,False,2026-03-20 22:35:37,,true,1,0,0,7,0,0,0,20,0,0,0,,,,,,
requestdeliveryby,Requested Delivery Date,datetime,none,False,Never,,true,0,0,0,0,0,0,0,1,0,0,0,,,,,,
salesrepid,Salesperson,lookup,none,False,Never,,true,0,0,0,0,0,0,0,1,0,0,0,,,,,,
shipto_city,Ship To City,nvarchar,none,False,2026-03-20 19:08:45,,true,0,0,0,1,0,0,0,0,0,0,0,,,,,,
shipto_contactname,Ship To Contact Name,nvarchar,none,False,2025-01-14 12:44:50,,true,0,0,0,2,0,0,0,0,0,0,0,,,,,,
shipto_country,Ship To Country/Region,nvarchar,none,False,2026-03-20 19:08:45,,true,0,0,0,1,0,0,0,0,0,0,0,,,,,,
shipto_line1,Ship To Street 1,nvarchar,none,False,2026-03-20 19:08:45,,true,0,0,0,1,0,0,0,1,0,0,0,,,,,,
shipto_line2,Ship To Street 2,nvarchar,none,False,2026-03-20 00:10:36,,true,0,0,0,1,0,0,0,1,0,0,0,,,,,,
shipto_line3,Ship To Street 3,nvarchar,none,False,2026-03-20 00:10:36,,true,0,0,0,0,0,0,0,1,0,0,0,,,,,,
shipto_name,Ship To Name,nvarchar,none,False,2026-03-20 19:08:45,,true,0,0,0,1,0,0,0,1,0,0,0,,,,,,
shipto_postalcode,Ship To ZIP/Postal Code,nvarchar,none,False,2026-03-20 19:08:45,,true,0,0,0,1,0,0,0,1,0,0,0,,,,,,
shipto_stateorprovince,Ship To State/Province,nvarchar,none,False,2026-03-20 19:08:45,,true,0,0,0,1,0,0,0,1,0,0,0,,,,,,
tax,Tax,money,none,False,2026-03-20 22:26:54,,true,0,0,0,3,0,0,0,8,0,0,0,,,,,,
transactioncurrencyid,Currency,lookup,none,False,2026-03-20 22:35:37,,true,0,0,0,0,0,0,0,8,0,0,0,,,,,,
uomid,Unit,lookup,none,False,2026-03-20 22:35:37,,true,0,0,0,0,0,0,0,8,0,0,0,,,,,,
volumediscountamount,Volume Discount,money,none,False,2026-03-20 22:35:37,,true,0,0,0,3,0,0,0,0,0,0,0,,,,,,
